ticker,name,currency,exchange,industry,environment_grade,environment_level,social_grade,social_level,governance_grade,governance_level,environment_score,social_score,governance_score,total_score,last_processing_date,total_grade,total_level,cik,annual_eps,gross_profit
myps,Playstudios Inc,USD,NASDAQ NMS - GLOBAL MARKET,Media,B,Medium,B,Medium,B,Medium,205,202,200,607,2022-06-11,B,Medium,1823878,-0.14,204909000.0
mttr,Matterport Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,BB,Medium,BB,Medium,B,Medium,346,325,260,931,2022-06-11,BBB,High,1819394,-0.39,51846000.0
mtsi,MACOM Technology Solutions Holdings Inc,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,BB,Medium,BB,Medium,B,Medium,377,309,255,941,2022-04-18,BBB,High,1493594,6.18,406181000.0
clro,Clearone Inc,USD,NASDAQ NMS - GLOBAL MARKET,OTHERS,BB,Medium,B,Medium,B,Medium,370,228,210,808,2022-04-16,BB,Medium,840715,0.83,9457000.0
gure,Gulf Resources Inc,USD,NASDAQ NMS - GLOBAL MARKET,Chemicals,BBB,High,B,Medium,BB,Medium,408,206,300,914,2022-04-17,BBB,High,885462,1.0,25422705.0
gwrs,Global Water Resources Inc,USD,NASDAQ NMS - GLOBAL MARKET,Utilities,BB,Medium,B,Medium,B,Medium,367,297,235,899,2022-04-17,BB,Medium,1434728,0.24,33839000.0
clsk,CleanSpark Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,A,High,BB,Medium,BB,Medium,570,326,310,1206,2022-06-10,A,High,827876,-1.35,49371000.0
clsd,Clearside Biomedical Inc,USD,NASDAQ NMS - GLOBAL MARKET,Pharmaceuticals,B,Medium,B,Medium,B,Medium,215,230,200,645,2022-07-26,B,Medium,1539029,-0.55,1123000.0
hafc,Hanmi Financial Corp,USD,NASDAQ NMS - GLOBAL MARKET,Banking,B,Medium,B,Medium,B,Medium,250,207,233,690,2022-04-17,B,Medium,1109242,0.0,0.0
clst,Catalyst Bancorp Inc,USD,NASDAQ NMS - GLOBAL MARKET,Financial Services,B,Medium,BB,Medium,B,Medium,260,350,267,877,2022-06-11,BB,Medium,1849867,0.0,0.0
clwt,Euro Tech Holdings Company Ltd,USD,NASDAQ NMS - GLOBAL MARKET,OTHERS,B,Medium,B,Medium,B,Medium,230,201,210,641,2022-04-17,B,Medium,1026662,0.05,4618000.0
cmbm,Cambium Networks Corp,USD,NASDAQ NMS - GLOBAL MARKET,OTHERS,A,High,BB,Medium,BB,Medium,505,337,300,1142,2022-06-10,BBB,High,1738177,0.72,145140000.0
cmco,Columbus McKinnon Corp,USD,NASDAQ NMS - GLOBAL MARKET,Machinery,B,Medium,BB,Medium,B,Medium,200,323,240,763,2022-04-16,BB,Medium,1005229,1.04,315730000.0
clvr,Clever Leaves Holdings Inc,USD,NASDAQ NMS - GLOBAL MARKET,Pharmaceuticals,B,Medium,B,Medium,B,Medium,225,243,205,673,2022-06-10,B,Medium,1819615,-51.7,7217000.0
hbcp,Home Bancorp Inc,USD,NASDAQ NMS - GLOBAL MARKET,Financial Services,B,Medium,B,Medium,B,Medium,230,202,200,632,2022-04-17,B,Medium,1436425,0.0,0.0
hbio,Harvard Bioscience Inc,USD,NASDAQ NMS - GLOBAL MARKET,Life Sciences Tools and Services,B,Medium,B,Medium,BB,Medium,250,221,300,771,2022-04-17,BB,Medium,1123494,-0.23,60819000.0
hbnc,Horizon Bancorp Inc,USD,NASDAQ NMS - GLOBAL MARKET,Banking,B,Medium,BB,Medium,B,Medium,255,321,233,809,2022-04-17,BB,Medium,706129,0.0,0.0
hbt,HBT Financial Inc,USD,NASDAQ NMS - GLOBAL MARKET,Banking,B,Medium,B,Medium,BB,Medium,245,275,300,820,2022-06-10,BB,Medium,775215,0.0,0.0
hcat,Health Catalyst Inc,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,A,High,BB,Medium,BB,Medium,545,324,320,1189,2022-06-10,BBB,High,1636422,-2.63,133187000.0
pnbk,Patriot National Bancorp Inc,USD,NASDAQ NMS - GLOBAL MARKET,Banking,B,Medium,BB,Medium,B,Medium,205,302,210,717,2022-04-18,B,Medium,1098146,0.0,0.0
pnfp,Pinnacle Financial Partners Inc,USD,NASDAQ NMS - GLOBAL MARKET,Banking,B,Medium,BB,Medium,B,Medium,271,328,250,849,2022-11-08,BB,Medium,1115055,0.0,0.0
poai,Predictive Oncology Inc,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,B,Medium,B,Medium,B,Medium,278,297,220,795,2022-06-10,BB,Medium,1446159,-6.98,1000352.0
pola,Polar Power Inc,USD,NASDAQ NMS - GLOBAL MARKET,Electrical Equipment,B,Medium,B,Medium,B,Medium,200,200,200,600,2022-06-05,B,Medium,1622345,-3.01,2125000.0
podd,Insulet Corp,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,B,Medium,B,Medium,B,Medium,215,233,205,653,2022-11-07,B,Medium,1145197,0.07,805600000.0
powi,Power Integrations Inc,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,A,High,B,Medium,BB,Medium,575,285,305,1165,2022-11-08,BBB,High,833640,2.93,366907000.0
poww,Ammo Inc,USD,NASDAQ NMS - GLOBAL MARKET,OTHERS,B,Medium,B,Medium,B,Medium,233,224,200,657,2022-08-02,B,Medium,1015383,0.27,88763509.0
pnrg,Primeenergy Resources Corp,USD,NASDAQ NMS - GLOBAL MARKET,Energy,B,Medium,B,Medium,B,Medium,200,200,260,660,2022-11-08,B,Medium,56868,17.95,60785000.0
pntg,Pennant Group Inc,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,B,Medium,BB,Medium,B,Medium,245,306,200,751,2022-06-10,BB,Medium,1766400,0.22,58585000.0
ppbi,Pacific Premier Bancorp Inc,USD,NASDAQ NMS - GLOBAL MARKET,Banking,A,High,BB,Medium,BB,Medium,565,328,315,1208,2022-11-08,A,High,1028918,0.0,0.0
ppih,Perma-Pipe International Holdings Inc,USD,NASDAQ NMS - GLOBAL MARKET,Machinery,A,High,B,Medium,BB,Medium,500,260,300,1060,2022-06-10,BBB,High,914122,0.72,32530000.0
ppc,Pilgrims Pride Corp,USD,NASDAQ NMS - GLOBAL MARKET,Food Products,A,High,BB,Medium,B,Medium,500,302,220,1022,2022-11-08,BBB,High,802481,3.1,1811803000.0
praa,PRA Group Inc,USD,NASDAQ NMS - GLOBAL MARKET,Financial Services,BBB,High,BB,Medium,BB,Medium,473,321,310,1104,2022-11-08,BBB,High,1185348,2.94,612107000.0
ppsi,Pioneer Power Solutions Inc,USD,NASDAQ NMS - GLOBAL MARKET,Electrical Equipment,B,Medium,BB,Medium,BB,Medium,299,305,315,919,2022-11-08,BBB,High,1449792,-0.37,2826000.0
prax,Praxis Precision Medicines Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,B,Medium,B,Medium,B,Medium,200,215,215,630,2022-06-10,B,Medium,1689548,0.0,0.0
prct,Procept Biorobotics Corp,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,B,Medium,B,Medium,BB,Medium,200,224,300,724,2022-06-11,B,Medium,1588978,-1.96,37085000.0
prch,Porch Group Inc,USD,NASDAQ NMS - GLOBAL MARKET,Retail,B,Medium,B,Medium,B,Medium,225,227,215,667,2022-06-10,B,Medium,1784535,-1.61,168371000.0
pre,Artisan Acquisition Corp,USD,NASDAQ NMS - GLOBAL MARKET,OTHERS,B,Medium,B,Medium,B,Medium,245,203,265,713,2022-04-22,B,Medium,1876431,-37.5,3618295.0
prdo,Perdoceo Education Corp,USD,NASDAQ NMS - GLOBAL MARKET,OTHERS,BB,Medium,B,Medium,B,Medium,365,297,250,912,2022-06-10,BBB,High,1046568,1.39,578485000.0
sisi,Shineco Inc,USD,NASDAQ NMS - GLOBAL MARKET,Consumer products,BB,Medium,BB,Medium,BB,Medium,340,346,305,991,2022-06-11,BBB,High,1300734,-686.399999,0.0
sitm,SiTime Corp,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,A,High,BB,Medium,BB,Medium,505,304,300,1109,2022-06-10,BBB,High,1451809,1.03,182962000.0
siri,Sirius XM Holdings Inc,USD,NASDAQ NMS - GLOBAL MARKET,Media,B,Medium,BB,Medium,B,Medium,240,302,205,747,2022-11-08,B,Medium,908937,2.96,4521000000.0
sj,Scienjoy Holding Corp,CNY,NASDAQ NMS - GLOBAL MARKET,Media,B,Medium,BB,Medium,B,Medium,260,320,240,820,2022-06-10,BB,Medium,1753673,4.92,283189000.0
powl,Powell Industries Inc,USD,NASDAQ NMS - GLOBAL MARKET,Electrical Equipment,A,High,B,Medium,B,Medium,500,240,215,955,2022-11-08,BBB,High,80420,1.15,85018000.0
upwk,Upwork Inc,USD,NASDAQ NMS - GLOBAL MARKET,OTHERS,B,Medium,B,Medium,B,Medium,275,264,278,817,2022-06-10,BB,Medium,1627475,-0.69,457916000.0
usau,US Gold Corp,USD,NASDAQ NMS - GLOBAL MARKET,OTHERS,BBB,High,B,Medium,BB,Medium,400,240,300,940,2022-06-10,BBB,High,27093,0.0,0.0
usap,Universal Stainless & Alloy Products Inc,USD,NASDAQ NMS - GLOBAL MARKET,OTHERS,B,Medium,B,Medium,B,Medium,238,231,200,669,2022-11-08,B,Medium,931584,-0.9,14187000.0
useg,US Energy Corp,USD,NASDAQ NMS - GLOBAL MARKET,Energy,BBB,High,B,Medium,BB,Medium,438,265,315,1018,2022-11-08,BBB,High,101594,-0.04,14695000.0
usio,Usio Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,B,Medium,B,Medium,B,Medium,285,245,240,770,2022-06-10,BB,Medium,1088034,-0.27,14593216.0
uthr,United Therapeutics Corp,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,B,Medium,B,Medium,BB,Medium,233,259,300,792,2022-11-08,BB,Medium,1082554,15.0,1784700000.0
urgn,Urogen Pharma Ltd,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,B,Medium,B,Medium,B,Medium,210,251,290,751,2022-06-10,BB,Medium,1668243,-4.79,56703000.0
urbn,Urban Outfitters Inc,USD,NASDAQ NMS - GLOBAL MARKET,Retail,BB,Medium,BB,Medium,BB,Medium,335,300,300,935,2022-11-08,BBB,High,912615,3.13,1493950000.0
utrs,Minerva Surgical Inc,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,B,Medium,B,Medium,B,Medium,205,201,210,616,2022-06-11,B,Medium,1452965,-23.6,27242000.0
utsi,UTStarcom Holdings Corp,USD,NASDAQ NMS - GLOBAL MARKET,OTHERS,BB,Medium,BB,Medium,BB,Medium,340,310,365,1015,2022-11-08,BBB,High,1030471,-0.55,2667000.0
uxin,Uxin Ltd,CNY,NASDAQ NMS - GLOBAL MARKET,Retail,B,Medium,B,Medium,B,Medium,203,202,225,630,2022-06-10,B,Medium,1729173,-36.0,47718000.0
uvsp,Univest Financial Corp,USD,NASDAQ NMS - GLOBAL MARKET,Banking,BB,Medium,BB,Medium,BB,Medium,331,322,305,958,2022-11-08,BBB,High,102212,0.0,0.0
cmcm,Cheetah Mobile Inc,CNY,"NEW YORK STOCK EXCHANGE, INC.",Technology,B,Medium,B,Medium,B,Medium,205,214,215,634,2022-11-07,B,Medium,1597835,-18.095,631505000.0
cmc,Commercial Metals Co,USD,"NEW YORK STOCK EXCHANGE, INC.",OTHERS,B,Medium,B,Medium,B,Medium,223,212,200,635,2022-11-07,B,Medium,22444,9.95,1856396000.0
uslm,United States Lime & Minerals Inc,USD,NASDAQ NMS - GLOBAL MARKET,OTHERS,A,High,B,Medium,BB,Medium,500,233,300,1033,2022-11-08,BBB,High,82020,1.6,70342000.0
utmd,Utah Medical Products Inc,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,B,Medium,B,Medium,B,Medium,240,236,250,726,2022-11-08,B,Medium,706698,4.522,32196000.0
cmp,Compass Minerals International Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",OTHERS,A,High,BB,Medium,BB,Medium,505,302,320,1127,2022-11-07,BBB,High,1227654,-0.73,199800000.0
cnf,CNFinance Holdings Ltd,CNY,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,B,Medium,B,Medium,B,Medium,200,200,220,620,2022-06-10,B,Medium,1733868,0.0,0.0
cnmd,Conmed Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,BBB,High,BB,Medium,B,Medium,441,300,270,1011,2022-11-07,BBB,High,816956,-2.68,571245000.0
cnk,Cinemark Holdings Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Media,BB,Medium,BB,Medium,BB,Medium,330,300,300,930,2022-11-07,BBB,High,1385280,-2.26,1581000000.0
cnne,Cannae Holdings Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,B,Medium,B,Medium,B,Medium,215,203,203,621,2022-06-10,B,Medium,1704720,-5.25,31200000.0
cno,CNO Financial Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,A,High,BB,Medium,BB,Medium,500,322,315,1137,2022-11-07,BBB,High,1224608,0.0,0.0
cna,CNA Financial Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,A,High,BB,Medium,BB,Medium,540,329,340,1209,2022-11-07,A,High,21175,0.0,0.0
cmre,Costamare Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",OTHERS,B,Medium,B,Medium,B,Medium,242,204,200,646,2022-11-07,B,Medium,1503584,4.26,600657000.0
gva,Granite Construction Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",OTHERS,B,Medium,B,Medium,B,Medium,200,200,200,600,2022-11-07,B,Medium,861459,1.7,369494000.0
fn,Fabrinet,USD,"NEW YORK STOCK EXCHANGE, INC.",Electrical Equipment,A,High,B,Medium,B,Medium,510,209,210,929,2022-11-07,BBB,High,1408710,5.36,278594000.0
h,Hyatt Hotels Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",OTHERS,B,Medium,B,Medium,B,Medium,235,209,205,649,2022-11-07,B,Medium,1468174,4.09,1288000000.0
hasi,Hannon Armstrong Sustainable Infrastructure Capital Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,AA,Excellent,BBB,High,BB,Medium,646,404,313,1363,2022-11-07,A,High,1561894,0.0,0.0
hayw,Hayward Holdings Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",OTHERS,A,High,BB,Medium,BB,Medium,535,305,300,1140,2022-11-15,BBB,High,1834622,0.78,597035000.0
hbb,Hamilton Beach Brands Holding Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,B,Medium,B,Medium,B,Medium,245,272,230,747,2022-11-15,B,Medium,1709164,1.81,129114000.0
hcc,Warrior Met Coal Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",OTHERS,B,Medium,B,Medium,B,Medium,215,200,200,615,2022-11-09,B,Medium,1691303,12.4,885807000.0
hci,Hci Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,B,Medium,B,Medium,BB,Medium,205,260,300,765,2022-11-07,BB,Medium,1400810,0.0,0.0
he,Hawaiian Electric Industries Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,A,High,BB,Medium,BB,Medium,585,348,310,1243,2022-11-07,A,High,354707,2.2,381073000.0
gwre,Guidewire Software Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,A,High,BB,Medium,BB,Medium,549,321,330,1200,2022-11-07,A,High,1528396,-2.16,377176000.0
hae,Haemonetics Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,BBB,High,BB,Medium,BB,Medium,448,303,305,1056,2022-11-07,BBB,High,313143,0.84,505502000.0
hgv,Hilton Grand Vacations Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",OTHERS,BB,Medium,B,Medium,B,Medium,305,288,250,843,2022-11-15,BB,Medium,1674168,2.93,1275000000.0
hi,Hillenbrand Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,BBB,High,BB,Medium,BB,Medium,489,349,300,1138,2022-11-07,BBB,High,1417398,2.89,763800000.0
hubs,HubSpot Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,BBB,High,BB,Medium,BB,Medium,480,329,320,1129,2022-11-07,BBB,High,1404655,-2.23,1422949000.0
hesm,Hess Midstream LP,USD,"NEW YORK STOCK EXCHANGE, INC.",OTHERS,BB,Medium,B,Medium,B,Medium,307,257,255,819,2022-11-15,BB,Medium,1789832,2.01,1091900000.0
hei,HEICO Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",OTHERS,B,Medium,B,Medium,B,Medium,225,203,205,633,2022-11-07,B,Medium,46619,2.55,862759000.0
